chr	pos	f_1	f_2	diff_f	type	start	end	atrribute	description	ncbi_id	vectorbase_id	orthodb_id	uniprot_id	GOs_id	GOs_description	interpro_id	interpro_description
NW_001886731.1	1000001	0.147521091834096	0.292919008976813	-0.145397917142717	gene	1060344	1065146	ID=gene19963;Dbxref=VectorBase:CPIJ002319,GeneID:6033558;Name=CpipJ_CPIJ002319;end_range=1065146,.;gbkey=Gene;gene_biotype=protein_coding;locus_tag=CpipJ_CPIJ002319;partial=true;start_range=.,1060344	hypothetical protein [Culex quinquefasciatus (southern house mosquito)]	6033558	CPIJ002319	12000at7157	B0W5K4			IPR026094	GPS2.
NW_001886731.1	1000001	0.147521091834096	0.292919008976813	-0.145397917142717	gene	1068601	1069359	ID=gene19964;Dbxref=VectorBase:CPIJ002320,GeneID:6033559;Name=CpipJ_CPIJ002320;end_range=1069359,.;gbkey=Gene;gene_biotype=protein_coding;locus_tag=CpipJ_CPIJ002320;partial=true;start_range=.,1068601	thymidylate kinase [Culex quinquefasciatus (southern house mosquito)]	6033559	CPIJ002320	13662at7157	B0W5K5	GO:0005524, GO:0004798, GO:0006233	F:ATP binding; F:thymidylate kinase activity; P:dTDP biosynthetic process	IPR027417, IPR039430, IPR018095, IPR018094	P-loop_NTPase.; Thymidylate_kin-like_dom.; Thymidylate_kin_CS.; Thymidylate_kinase.
NW_001886731.1	1000001	0.147521091834096	0.292919008976813	-0.145397917142717	gene	1087772	1098932	ID=gene19965;Dbxref=VectorBase:CPIJ002321,GeneID:6033560;Name=CpipJ_CPIJ002321;end_range=1098932,.;gbkey=Gene;gene_biotype=protein_coding;locus_tag=CpipJ_CPIJ002321;partial=true;start_range=.,1087772	hypothetical protein [Culex quinquefasciatus (southern house mosquito)]	6033560	CPIJ002321	2013at7157	A0A3U8HR22				
NW_001886731.1	600001	0.206588261985168	0.456356877003111	-0.249768615017943	gene	662921	668035	ID=gene19952;Dbxref=VectorBase:CPIJ002311,GeneID:6033546;Name=CpipJ_CPIJ002311;end_range=668035,.;gbkey=Gene;gene_biotype=protein_coding;locus_tag=CpipJ_CPIJ002311;partial=true;start_range=.,662921	hypothetical protein [Culex quinquefasciatus (southern house mosquito)]	6033546	CPIJ002311	8953at7157	B0W5J6			IPR036028, IPR001452	SH3-like_dom_sf.; SH3_domain.
NW_001886731.1	600001	0.206588261985168	0.456356877003111	-0.249768615017943	gene	612913	618925	ID=gene19949;Dbxref=VectorBase:CPIJ002308,GeneID:6033543;Name=CpipJ_CPIJ002308;end_range=618925,.;gbkey=Gene;gene_biotype=protein_coding;locus_tag=CpipJ_CPIJ002308;partial=true;start_range=.,612913	hypothetical protein [Culex quinquefasciatus (southern house mosquito)]	6033543	CPIJ002308	17453at7157	B0W5J3				
NW_001886731.1	600001	0.206588261985168	0.456356877003111	-0.249768615017943	gene	630083	630994	ID=gene19950;Dbxref=VectorBase:CPIJ002309,GeneID:6033544;Name=CpipJ_CPIJ002309;end_range=630994,.;gbkey=Gene;gene_biotype=protein_coding;locus_tag=CpipJ_CPIJ002309;partial=true;start_range=.,630083	hypothetical protein [Culex quinquefasciatus (southern house mosquito)]	6033544	CPIJ002309	15862at7157	A0A3T5EAT1				
NW_001886731.1	600001	0.206588261985168	0.456356877003111	-0.249768615017943	gene	661581	662604	ID=gene19951;Dbxref=VectorBase:CPIJ002310,GeneID:6033545;Name=CpipJ_CPIJ002310;end_range=662604,.;gbkey=Gene;gene_biotype=protein_coding;locus_tag=CpipJ_CPIJ002310;partial=true;start_range=.,661581	28S ribosomal protein S15, mitochondrial [Culex quinquefasciatus (southern house mosquito)]	6033545	CPIJ002310	11453at7157	B0W5J5	GO:0005840, GO:0003735, GO:0006412	C:ribosome; F:structural constituent of ribosome; P:translation	IPR000589, IPR009068	Ribosomal_S15.; S15_NS1_RNA-bd.
NW_001886731.1	600001	0.206588261985168	0.456356877003111	-0.249768615017943	gene	606533	607144	ID=gene19948;Dbxref=VectorBase:CPIJ002307,GeneID:6033542;Name=CpipJ_CPIJ002307;end_range=607144,.;gbkey=Gene;gene_biotype=protein_coding;locus_tag=CpipJ_CPIJ002307;partial=true;start_range=.,606533	hypothetical protein [Culex quinquefasciatus (southern house mosquito)]	6033542	CPIJ002307	22738at7157	A0A3Y4RYX4				
NW_001886731.1	900001	0.162664143678658	0.336229237190161	-0.173565093511503	gene	900906	900978	ID=gene19957;Dbxref=VectorBase:CPIJ022496,GeneID:6033550;Name=CpipJ_CPIJ022496;gbkey=Gene;gene_biotype=tRNA;locus_tag=CpipJ_CPIJ022496	tRNA [Culex quinquefasciatus (southern house mosquito)]	6033550	CPIJ022496		A0A3U8HR13				
NW_001886731.1	900001	0.162664143678658	0.336229237190161	-0.173565093511503	gene	901257	901329	ID=gene19958;Dbxref=VectorBase:CPIJ022497,GeneID:6033551;Name=CpipJ_CPIJ022497;gbkey=Gene;gene_biotype=tRNA;locus_tag=CpipJ_CPIJ022497	tRNA [Culex quinquefasciatus (southern house mosquito)]	6033551	CPIJ022497		A0A0F7JAC5	GO:0009279, GO:0016021	C:cell outer membrane; C:integral component of membrane	IPR039426, IPR012910, IPR037066, IPR000531, IPR010916, IPR036942, IPR010917	BtuB-like.; Plug_dom.; Plug_dom_sf.; TonB-dep_rcpt_b-brl.; TonB_box_CS.; TonB_rcpt_b-brl_sf.; TonB_rcpt_CS.
NW_001886735.1	500001	0.476138142807775	0.628717185287578	-0.152579042479803	gene	506289	507058	ID=gene19713;Dbxref=VectorBase:CPIJ002527,GeneID:6033794;Name=CpipJ_CPIJ002527;end_range=507058,.;gbkey=Gene;gene_biotype=protein_coding;locus_tag=CpipJ_CPIJ002527;partial=true;start_range=.,506289	filamin [Culex quinquefasciatus (southern house mosquito)]	6033794	CPIJ002527		A0A3V4R2E4				
NW_001886735.1	500001	0.476138142807775	0.628717185287578	-0.152579042479803	gene	514474	520307	ID=gene19714;Dbxref=VectorBase:CPIJ002528,GeneID:6033795;Name=CpipJ_CPIJ002528;end_range=520307,.;gbkey=Gene;gene_biotype=protein_coding;locus_tag=CpipJ_CPIJ002528;partial=true;start_range=.,514474	hypothetical protein [Culex quinquefasciatus (southern house mosquito)]	6033795	CPIJ002528	3008at7157	B0W663	GO:0046872	F:metal ion binding	IPR000571, IPR036855	Znf_CCCH.; Znf_CCCH_sf.
NW_001886735.1	500001	0.476138142807775	0.628717185287578	-0.152579042479803	gene	590927	590994	ID=gene19715;Dbxref=VectorBase:CPIJ022681,GeneID:6033796;Name=CpipJ_CPIJ022681;gbkey=Gene;gene_biotype=tRNA;locus_tag=CpipJ_CPIJ022681	tRNA [Culex quinquefasciatus (southern house mosquito)]	6033796	CPIJ022681		A0A3R0XEU8			IPR002781	TM_pro_TauE-like.
NW_001886735.1	500001	0.476138142807775	0.628717185287578	-0.152579042479803	gene	501435	502190	ID=gene19712;Dbxref=VectorBase:CPIJ002526,GeneID:6033793;Name=CpipJ_CPIJ002526;end_range=502190,.;gbkey=Gene;gene_biotype=protein_coding;locus_tag=CpipJ_CPIJ002526;partial=true;start_range=.,501435	proteasome subunit alpha type [Culex quinquefasciatus (southern house mosquito)]	6033793	CPIJ002526		Q66IV3	GO:0016021	C:integral component of membrane	IPR019372	LHFPL.
NW_001886735.1	600001	0.434181031697749	0.620628919778075	-0.186447888080326	gene	651969	652039	ID=gene19716;Dbxref=VectorBase:CPIJ022687,GeneID:6033797;Name=CpipJ_CPIJ022687;gbkey=Gene;gene_biotype=tRNA;locus_tag=CpipJ_CPIJ022687	tRNA [Culex quinquefasciatus (southern house mosquito)]	6033797	CPIJ022687		A0A3Y1CIJ9				
NW_001886735.1	600001	0.434181031697749	0.620628919778075	-0.186447888080326	gene	694290	694361	ID=gene19717;Dbxref=VectorBase:CPIJ022690,GeneID:6033798;Name=CpipJ_CPIJ022690;gbkey=Gene;gene_biotype=tRNA;locus_tag=CpipJ_CPIJ022690	tRNA [Culex quinquefasciatus (southern house mosquito)]	6033798	CPIJ022690		A0A3Z6QRJ8				
NW_001886737.1	1300001	0.476228339836368	0.712935604634476	-0.236707264798108	gene	1375434	1379222	ID=gene19546;Dbxref=VectorBase:CPIJ002899,GeneID:6034051;Name=CpipJ_CPIJ002899;end_range=1379222,.;gbkey=Gene;gene_biotype=protein_coding;locus_tag=CpipJ_CPIJ002899;partial=true;start_range=.,1375434	ATP-dependent RNA helicase DHX8 [Culex quinquefasciatus (southern house mosquito)]	6034051	CPIJ002899	2205at7157	B0W6U6	GO:0005524, GO:0004386, GO:0003676	F:ATP binding; F:helicase activity; F:nucleic acid binding	IPR011545, IPR002464, IPR011709, IPR007502, IPR014001, IPR001650, IPR027417	DEAD/DEAH_box_helicase_dom.; DNA/RNA_helicase_DEAH_CS.; DUF1605.; Helicase-assoc_dom.; Helicase_ATP-bd.; Helicase_C.; P-loop_NTPase.
NW_001886737.1	1300001	0.476228339836368	0.712935604634476	-0.236707264798108	gene	1387792	1389192	ID=gene19547;Dbxref=VectorBase:CPIJ002900,GeneID:6034052;Name=CpipJ_CPIJ002900;end_range=1389192,.;gbkey=Gene;gene_biotype=protein_coding;locus_tag=CpipJ_CPIJ002900;partial=true;start_range=.,1387792	paramyosin [Culex quinquefasciatus (southern house mosquito)]	6034052	CPIJ002900		B0W6U7			IPR001715, IPR036872, IPR040166	CH-domain.; CH_dom_sf.; CYTSA.
NW_001886802.1	500001	0.153103067921336	0.331454218560985	-0.178351150639649	gene	524091	530909	ID=gene16250;Dbxref=VectorBase:CPIJ005378,GeneID:6037412;Name=CpipJ_CPIJ005378;end_range=530909,.;gbkey=Gene;gene_biotype=protein_coding;locus_tag=CpipJ_CPIJ005378;partial=true;start_range=.,524091	TraB [Culex quinquefasciatus (southern house mosquito)]	6037412	CPIJ005378	7880at7157	B0WF43			IPR002816	TraB_fam.
NW_001886803.1	400001	0.140470416770885	0.28778168841274	-0.147311271641855	gene	415208	416075	ID=gene16216;Dbxref=VectorBase:CPIJ006018,GeneID:6037449;Name=CpipJ_CPIJ006018;end_range=416075,.;gbkey=Gene;gene_biotype=protein_coding;locus_tag=CpipJ_CPIJ006018;partial=true;start_range=.,415208	trypsin 5G1 [Culex quinquefasciatus (southern house mosquito)]	6037449	CPIJ006018	15344at7157	B0WF77	GO:0004252	F:serine-type endopeptidase activity	IPR009003, IPR001314, IPR001254, IPR018114, IPR033116	Peptidase_S1_PA.; Peptidase_S1A.; Trypsin_dom.; TRYPSIN_HIS.; TRYPSIN_SER.
NW_001886803.1	400001	0.140470416770885	0.28778168841274	-0.147311271641855	gene	474277	487554	ID=gene16218;Dbxref=VectorBase:CPIJ006020,GeneID:6037451;Name=CpipJ_CPIJ006020;end_range=487554,.;gbkey=Gene;gene_biotype=protein_coding;locus_tag=CpipJ_CPIJ006020;partial=true;start_range=.,474277	hypothetical protein [Culex quinquefasciatus (southern house mosquito)]	6037451	CPIJ006020	17350at7157	B0WF79	GO:0016010, GO:0005198, GO:0050808	C:dystrophin-associated glycoprotein complex; F:structural molecule activity; P:synapse organization	IPR001478, IPR036034, IPR015482, IPR031072	PDZ.; PDZ_sf.; Syntrophin.; Syntrophin-1.
NW_001886803.1	400001	0.140470416770885	0.28778168841274	-0.147311271641855	gene	418571	419438	ID=gene16217;Dbxref=VectorBase:CPIJ006019,GeneID:6037450;Name=CpipJ_CPIJ006019;end_range=419438,.;gbkey=Gene;gene_biotype=protein_coding;locus_tag=CpipJ_CPIJ006019;partial=true;start_range=.,418571	trypsin 5G1 [Culex quinquefasciatus (southern house mosquito)]	6037450	CPIJ006019	15344at7157	B0WF77	GO:0004252	F:serine-type endopeptidase activity	IPR009003, IPR001314, IPR001254, IPR018114, IPR033116	Peptidase_S1_PA.; Peptidase_S1A.; Trypsin_dom.; TRYPSIN_HIS.; TRYPSIN_SER.
NW_001886844.1	200001	0.147492914982866	0.434825528391159	-0.287332613408293	gene	224479	224551	ID=gene14651;Dbxref=VectorBase:CPIJ026348,GeneID:6039072;Name=CpipJ_CPIJ026348;gbkey=Gene;gene_biotype=tRNA;locus_tag=CpipJ_CPIJ026348	tRNA [Culex quinquefasciatus (southern house mosquito)]	6039072	CPIJ026348		A0A3U7MTD0				
NW_001886845.1	1	0.209388299146746	0.392469144870236	-0.18308084572349	gene	9760	10872	ID=gene14618;Dbxref=VectorBase:CPIJ006822,GeneID:6039116;Name=CpipJ_CPIJ006822;end_range=10872,.;gbkey=Gene;gene_biotype=protein_coding;locus_tag=CpipJ_CPIJ006822;partial=true;start_range=.,9760	leucine-rich transmembrane protein [Culex quinquefasciatus (southern house mosquito)]	6039116	CPIJ006822	4265at7157	A0A3U9DU14				
NW_001886925.1	1	0.332896380982635	0.475519931476553	-0.142623550493918	gene	50065	51514	ID=gene12173;Dbxref=VectorBase:CPIJ009211,GeneID:6041644;Name=CpipJ_CPIJ009211;end_range=51514,.;gbkey=Gene;gene_biotype=protein_coding;locus_tag=CpipJ_CPIJ009211;partial=true;start_range=.,50065	hypothetical protein [Culex quinquefasciatus (southern house mosquito)]	6041644	CPIJ009211	21158at7157	A0A3R0ANJ1			IPR021675	DUF3261.
NW_001886925.1	1	0.332896380982635	0.475519931476553	-0.142623550493918	gene	65165	69861	ID=gene12175;Dbxref=VectorBase:CPIJ009213,GeneID:6041646;Name=CpipJ_CPIJ009213;end_range=69861,.;gbkey=Gene;gene_biotype=protein_coding;locus_tag=CpipJ_CPIJ009213;partial=true;start_range=.,65165	hypothetical protein [Culex quinquefasciatus (southern house mosquito)]	6041646	CPIJ009213	22026at7157	A0A3U9E170				
NW_001886925.1	1	0.332896380982635	0.475519931476553	-0.142623550493918	gene	52696	58812	ID=gene12174;Dbxref=VectorBase:CPIJ009212,GeneID:6041645;Name=CpipJ_CPIJ009212;end_range=58812,.;gbkey=Gene;gene_biotype=protein_coding;locus_tag=CpipJ_CPIJ009212;partial=true;start_range=.,52696	juvenile hormone acid methyltransferase [Culex quinquefasciatus (southern house mosquito)]	6041645	CPIJ009212		A0A3R0B095			IPR004869	MMPL_dom.
NW_001886925.1	1	0.332896380982635	0.475519931476553	-0.142623550493918	gene	39365	45460	ID=gene12172;Dbxref=VectorBase:CPIJ009210,GeneID:6041649;Name=CpipJ_CPIJ009210;end_range=45460,.;gbkey=Gene;gene_biotype=protein_coding;locus_tag=CpipJ_CPIJ009210;partial=true;start_range=.,39365	Roundabout2 protein [Culex quinquefasciatus (southern house mosquito)]	6041649	CPIJ009210		A0A3R0ATQ2			IPR016962, IPR013114, IPR029069	Dehydrase_ECs4332_prd.; FabA_FabZ.; HotDog_dom_sf.
NW_001886925.1	1	0.332896380982635	0.475519931476553	-0.142623550493918	gene	34868	37879	ID=gene12171;Dbxref=VectorBase:CPIJ009209,GeneID:6041648;Name=CpipJ_CPIJ009209;end_range=37879,.;gbkey=Gene;gene_biotype=protein_coding;locus_tag=CpipJ_CPIJ009209;partial=true;start_range=.,34868	Av71 muscle cell intermediate filament [Culex quinquefasciatus (southern house mosquito)]	6041648	CPIJ009209		A0A3R0AY20	GO:0016740	F:transferase activity	IPR001173, IPR004960, IPR029044	Glyco_trans_2-like.; LipA_acyltrans.; Nucleotide-diphossugar_trans.
NW_001886925.1	1	0.332896380982635	0.475519931476553	-0.142623550493918	gene	90786	96745	ID=gene12176;Dbxref=VectorBase:CPIJ009214,GeneID:6041647;Name=CpipJ_CPIJ009214;end_range=96745,.;gbkey=Gene;gene_biotype=protein_coding;locus_tag=CpipJ_CPIJ009214;partial=true;start_range=.,90786	roundabout 1 [Culex quinquefasciatus (southern house mosquito)]	6041647	CPIJ009214		A0A3U9E1A2				
NW_001886925.1	1	0.332896380982635	0.475519931476553	-0.142623550493918	gene	5703	12813	ID=gene12170;Dbxref=VectorBase:CPIJ009208,GeneID:6041643;Name=CpipJ_CPIJ009208;end_range=12813,.;gbkey=Gene;gene_biotype=protein_coding;locus_tag=CpipJ_CPIJ009208;partial=true;start_range=.,5703	hypothetical protein [Culex quinquefasciatus (southern house mosquito)]	6041643	CPIJ009208		A0A3R0AWW5			IPR000794, IPR018201, IPR014031, IPR014030, IPR020841, IPR016039	Beta-ketoacyl_synthase.; Ketoacyl_synth_AS.; Ketoacyl_synth_C.; Ketoacyl_synth_N.; PKS_Beta-ketoAc_synthase_dom.; Thiolase-like.
NW_001886928.1	400001	0.410423075117333	0.588899417366383	-0.17847634224905	gene	482635	483239	ID=gene12109;Dbxref=VectorBase:CPIJ009083,GeneID:6041748;Name=CpipJ_CPIJ009083;end_range=483239,.;gbkey=Gene;gene_biotype=protein_coding;locus_tag=CpipJ_CPIJ009083;partial=true;start_range=.,482635	40S ribosomal protein S24 [Culex quinquefasciatus (southern house mosquito)]	6041748	CPIJ009083		A0A3U9E1J2				
NW_001886928.1	400001	0.410423075117333	0.588899417366383	-0.17847634224905	gene	434389	440447	ID=gene12108;Dbxref=VectorBase:CPIJ009082,GeneID:6041747;Name=CpipJ_CPIJ009082;end_range=440447,.;gbkey=Gene;gene_biotype=protein_coding;locus_tag=CpipJ_CPIJ009082;partial=true;start_range=.,434389	hypothetical protein [Culex quinquefasciatus (southern house mosquito)]	6041747	CPIJ009082	18431at7157	A0A2I5HNI8	GO:0003677, GO:0006355	F:DNA binding; P:regulation of transcription, DNA-templated	IPR000843, IPR010982, IPR028082	HTH_LacI.; Lambda_DNA-bd_dom_sf.; Peripla_BP_I.
NW_001886928.1	400001	0.410423075117333	0.588899417366383	-0.17847634224905	gene	422140	426635	ID=gene12107;Dbxref=VectorBase:CPIJ009081,GeneID:6041746;Name=CpipJ_CPIJ009081;end_range=426635,.;gbkey=Gene;gene_biotype=protein_coding;locus_tag=CpipJ_CPIJ009081;partial=true;start_range=.,422140	hypothetical protein [Culex quinquefasciatus (southern house mosquito)]	6041746	CPIJ009081	19346at7157	A0A3R0GJD4			IPR029032, IPR004675, IPR003779	AhpD-like.; AhpD_core.; CMD-like.
NW_001886981.1	100001	0.2424580879602	0.41044056212574	-0.16798247416554	gene	111217	115300	ID=gene10795;Dbxref=VectorBase:CPIJ010806,GeneID:6043142;Name=CpipJ_CPIJ010806;end_range=115300,.;gbkey=Gene;gene_biotype=protein_coding;locus_tag=CpipJ_CPIJ010806;partial=true;start_range=.,111217	hypothetical protein [Culex quinquefasciatus (southern house mosquito)]	6043142	CPIJ010806	10122at7157	A0A3U9E5F8				
NW_001886981.1	100001	0.2424580879602	0.41044056212574	-0.16798247416554	gene	133126	143919	ID=gene10796;Dbxref=VectorBase:CPIJ010807,GeneID:6043143;Name=CpipJ_CPIJ010807;end_range=143919,.;gbkey=Gene;gene_biotype=protein_coding;locus_tag=CpipJ_CPIJ010807;partial=true;start_range=.,133126	hypothetical protein [Culex quinquefasciatus (southern house mosquito)]	6043143	CPIJ010807		A0A3U9E5J5				
NW_001887034.1	300001	0.290791205453288	0.480046530953004	-0.189255325499716	gene	324498	327106	ID=gene9777;Dbxref=VectorBase:CPIJ010706,GeneID:6044207;Name=CpipJ_CPIJ010706;end_range=327106,.;gbkey=Gene;gene_biotype=protein_coding;locus_tag=CpipJ_CPIJ010706;partial=true;start_range=.,324498	hypothetical protein [Culex quinquefasciatus (southern house mosquito)]	6044207	CPIJ010706	10850at7157	B0WWH5				
NW_001887034.1	300001	0.290791205453288	0.480046530953004	-0.189255325499716	gene	322873	322946	ID=gene9776;Dbxref=VectorBase:CPIJ029898,GeneID:6044206;Name=CpipJ_CPIJ029898;gbkey=Gene;gene_biotype=tRNA;locus_tag=CpipJ_CPIJ029898	tRNA [Culex quinquefasciatus (southern house mosquito)]	6044206	CPIJ029898		A0A315G3M4	GO:0016021, GO:0005886, GO:0005524, GO:0008551, GO:0046872, GO:0016463	C:integral component of membrane; C:plasma membrane; F:ATP binding; F:cadmium-exporting ATPase activity; F:metal ion binding; F:zinc-exporting ATPase activity	IPR023299, IPR018303, IPR023298, IPR008250, IPR036412, IPR023214, IPR017969, IPR006121, IPR036163, IPR027256, IPR001757	ATPase_P-typ_cyto_dom_N.; ATPase_P-typ_P_site.; ATPase_P-typ_TM_dom_sf.; ATPase_P-typ_transduc_dom_A_sf.; HAD-like_sf.; HAD_sf.; Heavy-metal-associated_CS.; HMA_dom.; HMA_dom_sf.; P-typ_ATPase_IB.; P_typ_ATPase.
